Seqid,Source,Type,Start,End,Score,Strand,Phase
NC_000001.11,BestRefSeq,CDS,43899168,43899263,,+,1
NC_000001.11,BestRefSeq,CDS,43899541,43899727,,+,1
NC_000001.11,BestRefSeq,CDS,43930132,43930221,,+,0
NC_000001.11,BestRefSeq,CDS,43736263,43736380,,+,0
NC_000001.11,BestRefSeq,CDS,43814891,43814933,,+,2
NC_000001.11,BestRefSeq,CDS,43838219,43838311,,+,1
NC_000001.11,BestRefSeq,CDS,43894383,43894477,,+,1
NC_000001.11,BestRefSeq,CDS,43898235,43898298,,+,2
NC_000001.11,BestRefSeq,CDS,43899168,43899263,,+,1
NC_000001.11,BestRefSeq,CDS,43930132,43930183,,+,1
NC_000001.11,BestRefSeq,CDS,43736263,43736380,,+,0
NC_000001.11,BestRefSeq,CDS,43814891,43814933,,+,2
NC_000001.11,BestRefSeq,CDS,43838219,43838311,,+,1
NC_000001.11,BestRefSeq,CDS,43894383,43894477,,+,1
NC_000001.11,BestRefSeq,CDS,43930132,43930202,,+,2
NC_000001.11,BestRefSeq,CDS,43736263,43736380,,+,0
NC_000001.11,BestRefSeq,CDS,43814891,43814933,,+,2
NC_000001.11,BestRefSeq,CDS,43838219,43838311,,+,1
NC_000001.11,BestRefSeq,CDS,43930132,43930183,,+,1
NC_000001.11,BestRefSeq,CDS,43736263,43736380,,+,0
NC_000001.11,BestRefSeq,CDS,43814891,43814933,,+,2
NC_000001.11,BestRefSeq,CDS,43894383,43894477,,+,1
NC_000001.11,BestRefSeq,CDS,43898235,43898298,,+,2
NC_000001.11,BestRefSeq,CDS,43899168,43899263,,+,1
NC_000001.11,BestRefSeq,CDS,43899541,43899727,,+,1
NC_000001.11,BestRefSeq,CDS,43930132,43930221,,+,0
NC_000001.11,BestRefSeq,CDS,43935657,43935716,,+,0
NC_000001.11,BestRefSeq,CDS,43936069,43936231,,+,0
NC_000001.11,BestRefSeq,CDS,43936302,43936765,,+,2
NC_000001.11,BestRefSeq,CDS,43935657,43935716,,+,0
NC_000001.11,BestRefSeq,CDS,43936093,43936231,,+,0
NC_000001.11,BestRefSeq,CDS,43936302,43936765,,+,2
NC_000001.11,BestRefSeq,CDS,43935657,43935716,,+,0
NC_000001.11,BestRefSeq,CDS,43936069,43936231,,+,0
NC_000001.11,BestRefSeq,CDS,43936302,43936765,,+,2
NC_000001.11,BestRefSeq,CDS,43947601,43947684,,+,0
NC_000001.11,BestRefSeq,CDS,43949417,43950153,,+,0
NC_000001.11,BestRefSeq,CDS,43956320,43956460,,+,1
NC_000001.11,BestRefSeq,CDS,43956560,43956701,,+,1
NC_000001.11,BestRefSeq,CDS,43956810,43956976,,+,0
NC_000001.11,BestRefSeq,CDS,43957195,43957315,,+,1
NC_000001.11,BestRefSeq,CDS,43957402,43957549,,+,0
NC_000001.11,BestRefSeq,CDS,43957977,43958158,,+,2
NC_000001.11,BestRefSeq,CDS,43958242,43958268,,+,0
NC_000001.11,BestRefSeq,CDS,43958461,43958595,,+,0
NC_000001.11,BestRefSeq,CDS,43958746,43958889,,+,0
NC_000001.11,BestRefSeq,CDS,43960249,43960329,,+,0
NC_000001.11,BestRefSeq,CDS,43960876,43961013,,+,0
NC_000001.11,BestRefSeq,CDS,43961166,43961262,,+,0
NC_000001.11,BestRefSeq,CDS,43964269,43964321,,+,2
NC_000001.11,BestRefSeq,CDS,43966575,43966641,,+,0
NC_000001.11,BestRefSeq,CDS,43966724,43966782,,+,2
NC_000001.11,BestRefSeq,CDS,43966930,43967019,,+,0
NC_000001.11,BestRefSeq,CDS,43967315,43967496,,+,0
NC_000001.11,BestRefSeq,CDS,43967586,43967682,,+,1
NC_000001.11,BestRefSeq,CDS,43971482,43972070,,+,0
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43971181,43971220,,+,0
NC_000001.11,BestRefSeq,CDS,43971387,43972070,,+,2
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43970176,43970322,,+,0
NC_000001.11,BestRefSeq,CDS,43970596,43970708,,+,0
NC_000001.11,BestRefSeq,CDS,43970966,43971189,,+,1
NC_000001.11,BestRefSeq,CDS,43971387,43972070,,+,2
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43970176,43970322,,+,0
NC_000001.11,BestRefSeq,CDS,43970596,43970708,,+,0
NC_000001.11,BestRefSeq,CDS,43970966,43971189,,+,1
NC_000001.11,BestRefSeq,CDS,43971660,43972070,,+,2
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43970176,43970322,,+,0
NC_000001.11,BestRefSeq,CDS,43970596,43970708,,+,0
NC_000001.11,BestRefSeq,CDS,43970966,43971189,,+,1
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43970630,43970708,,+,0
NC_000001.11,BestRefSeq,CDS,43971387,43972070,,+,2
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43970677,43970708,,+,0
NC_000001.11,BestRefSeq,CDS,43970966,43971189,,+,1
NC_000001.11,BestRefSeq,CDS,43971387,43972070,,+,2
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43971482,43972070,,+,0
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43970677,43970708,,+,0
NC_000001.11,BestRefSeq,CDS,43970966,43971189,,+,1
NC_000001.11,BestRefSeq,CDS,43971387,43972070,,+,2
NC_000001.11,BestRefSeq,CDS,43972158,43972334,,+,2
NC_000001.11,BestRefSeq,CDS,43972415,43972539,,+,2
NC_000001.11,BestRefSeq,CDS,43975041,43975107,,+,0
NC_000001.11,BestRefSeq,CDS,43975800,43975848,,+,2
NC_000001.11,BestRefSeq,CDS,43976090,43976173,,+,1
NC_000001.11,BestRefSeq,CDS,43976302,43976379,,+,1
NC_000001.11,BestRefSeq,CDS,43976590,43976659,,+,1
NC_000001.11,BestRefSeq,CDS,43976773,43976824,,+,0
NC_000001.11,BestRefSeq,CDS,43977026,43977411,,+,2
NC_000001.11,BestRefSeq,CDS,43975041,43975107,,+,0
NC_000001.11,BestRefSeq,CDS,43975800,43975848,,+,2
NC_000001.11,BestRefSeq,CDS,43976090,43976173,,+,1
NC_000001.11,BestRefSeq,CDS,43976302,43976379,,+,1
NC_000001.11,BestRefSeq,CDS,43976590,43976659,,+,1
NC_000001.11,BestRefSeq,CDS,43976773,43976824,,+,0
NC_000001.11,BestRefSeq,CDS,43977026,43977216,,+,2
NC_000001.11,BestRefSeq,CDS,43977981,43978007,,+,0
NC_000001.11,BestRefSeq,CDS,43976115,43976173,,+,0
NC_000001.11,BestRefSeq,CDS,43976302,43976379,,+,1
NC_000001.11,BestRefSeq,CDS,43976590,43976659,,+,1
NC_000001.11,BestRefSeq,CDS,43976773,43976824,,+,0
NC_000001.11,BestRefSeq,CDS,43977026,43977216,,+,2
NC_000001.11,BestRefSeq,CDS,43977981,43978007,,+,0
NC_000001.11,BestRefSeq,CDS,43981161,43981473,,+,0
NC_000001.11,BestRefSeq,CDS,43981689,43981924,,+,2
NC_000001.11,BestRefSeq,CDS,43984865,43985055,,+,0
NC_000001.11,BestRefSeq,CDS,43985278,43985400,,+,1
NC_000001.11,BestRefSeq,CDS,43985517,43985621,,+,1
NC_000001.11,BestRefSeq,CDS,43990298,43990448,,+,1
NC_000001.11,BestRefSeq,CDS,43980012,43980046,,+,0
NC_000001.11,BestRefSeq,CDS,43981109,43981473,,+,1
NC_000001.11,BestRefSeq,CDS,43981689,43981924,,+,2
NC_000001.11,BestRefSeq,CDS,43984865,43985055,,+,0
NC_000001.11,BestRefSeq,CDS,43985278,43985400,,+,1
NC_000001.11,BestRefSeq,CDS,43985517,43985621,,+,1
NC_000001.11,BestRefSeq,CDS,43990298,43990448,,+,1
NC_000001.11,BestRefSeq,CDS,43981161,43981473,,+,0
NC_000001.11,BestRefSeq,CDS,43981689,43981924,,+,2
NC_000001.11,BestRefSeq,CDS,43984865,43985055,,+,0
NC_000001.11,BestRefSeq,CDS,43985278,43985400,,+,1
NC_000001.11,BestRefSeq,CDS,43985517,43985621,,+,1
NC_000001.11,BestRefSeq,CDS,43990298,43990448,,+,1
NC_000001.11,BestRefSeq,CDS,43991879,43992004,,+,0
NC_000001.11,BestRefSeq,CDS,43992212,43992387,,+,0
NC_000001.11,BestRefSeq,CDS,43992523,43992639,,+,1
NC_000001.11,BestRefSeq,CDS,43993887,43993964,,+,1
NC_000001.11,BestRefSeq,CDS,43995108,43995162,,+,1
NC_000001.11,BestRefSeq,CDS,43995601,43995670,,+,0
NC_000001.11,BestRefSeq,CDS,43995778,43995856,,+,2
NC_000001.11,BestRefSeq,CDS,43995938,43996160,,+,1
NC_000001.11,BestRefSeq,CDS,43991879,43992004,,+,0
NC_000001.11,BestRefSeq,CDS,43992212,43992387,,+,0
NC_000001.11,BestRefSeq,CDS,43992523,43992639,,+,1
NC_000001.11,BestRefSeq,CDS,43993887,43993964,,+,1
NC_000001.11,BestRefSeq,CDS,43995108,43995162,,+,1
NC_000001.11,BestRefSeq,CDS,43995601,43995670,,+,0
NC_000001.11,BestRefSeq,CDS,43995778,43995856,,+,2
NC_000001.11,BestRefSeq,CDS,43995942,43996179,,+,1
NC_000001.11,BestRefSeq,CDS,43991879,43992004,,+,0
NC_000001.11,BestRefSeq,CDS,43992212,43992426,,+,0
NC_000001.11,BestRefSeq,CDS,43992523,43992639,,+,1
NC_000001.11,BestRefSeq,CDS,43993890,43993964,,+,1
NC_000001.11,BestRefSeq,CDS,43995108,43995162,,+,1
NC_000001.11,BestRefSeq,CDS,43995601,43995670,,+,0
NC_000001.11,BestRefSeq,CDS,43995778,43995856,,+,2
NC_000001.11,BestRefSeq,CDS,43995938,43996160,,+,1
NC_000001.11,BestRefSeq,CDS,43992620,43992639,,+,0
NC_000001.11,BestRefSeq,CDS,43993890,43993964,,+,1
NC_000001.11,BestRefSeq,CDS,43995108,43995162,,+,1
NC_000001.11,BestRefSeq,CDS,43995601,43995670,,+,0
NC_000001.11,BestRefSeq,CDS,43995778,43995856,,+,2
NC_000001.11,BestRefSeq,CDS,43995938,43996160,,+,1
NC_000001.11,BestRefSeq,CDS,44118908,44118988,,+,0
NC_000001.11,BestRefSeq,CDS,44129353,44130196,,+,0
NC_000001.11,BestRefSeq,CDS,44130512,44130756,,+,2
NC_000001.11,BestRefSeq,CDS,44213754,44213858,,+,0
NC_000001.11,BestRefSeq,CDS,44214350,44214441,,+,0
NC_000001.11,BestRefSeq,CDS,44214703,44214898,,+,1
NC_000001.11,BestRefSeq,CDS,44218311,44218469,,+,0
NC_000001.11,BestRefSeq,CDS,44218588,44218755,,+,0
NC_000001.11,BestRefSeq,CDS,44219056,44219241,,+,0
NC_000001.11,BestRefSeq,CDS,44219406,44219477,,+,0
NC_000001.11,BestRefSeq,CDS,44219806,44219878,,+,0
NC_000001.11,BestRefSeq,CDS,44220017,44220309,,+,2
NC_000001.11,BestRefSeq,CDS,44220559,44220618,,+,0
NC_000001.11,BestRefSeq,CDS,44213754,44213858,,+,0
NC_000001.11,BestRefSeq,CDS,44214350,44214441,,+,0
NC_000001.11,BestRefSeq,CDS,44214703,44214898,,+,1
NC_000001.11,BestRefSeq,CDS,44218311,44218469,,+,0
NC_000001.11,BestRefSeq,CDS,44218588,44218755,,+,0
NC_000001.11,BestRefSeq,CDS,44219056,44219241,,+,0
NC_000001.11,BestRefSeq,CDS,44219406,44219477,,+,0
NC_000001.11,BestRefSeq,CDS,44219806,44219878,,+,0
NC_000001.11,BestRefSeq,CDS,44220017,44220309,,+,2
NC_000001.11,BestRefSeq,CDS,44220559,44220618,,+,0
NC_000001.11,BestRefSeq,CDS,44213754,44213858,,+,0
NC_000001.11,BestRefSeq,CDS,44214350,44214441,,+,0
NC_000001.11,BestRefSeq,CDS,44214703,44214898,,+,1
NC_000001.11,BestRefSeq,CDS,44218311,44218469,,+,0
NC_000001.11,BestRefSeq,CDS,44218588,44218755,,+,0
NC_000001.11,BestRefSeq,CDS,44219056,44219241,,+,0
NC_000001.11,BestRefSeq,CDS,44219406,44219477,,+,0
NC_000001.11,BestRefSeq,CDS,44219806,44219878,,+,0
NC_000001.11,BestRefSeq,CDS,44220017,44220309,,+,2
NC_000001.11,BestRefSeq,CDS,44220559,44220618,,+,0
NC_000001.11,BestRefSeq,CDS,44412098,44412722,,+,0
NC_000001.11,BestRefSeq,CDS,44614165,44614297,,+,2
NC_000001.11,BestRefSeq,CDS,44622742,44622787,,+,1
NC_000001.11,BestRefSeq,CDS,44626297,44626398,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635588,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44412098,44412722,,+,0
NC_000001.11,BestRefSeq,CDS,44614165,44614297,,+,2
NC_000001.11,BestRefSeq,CDS,44622742,44622787,,+,1
NC_000001.11,BestRefSeq,CDS,44626297,44626398,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635666,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44412098,44412722,,+,0
NC_000001.11,BestRefSeq,CDS,44614165,44614297,,+,2
NC_000001.11,BestRefSeq,CDS,44622742,44622787,,+,1
NC_000001.11,BestRefSeq,CDS,44626297,44626398,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635588,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44412098,44412722,,+,0
NC_000001.11,BestRefSeq,CDS,44614165,44614297,,+,2
NC_000001.11,BestRefSeq,CDS,44622742,44622787,,+,1
NC_000001.11,BestRefSeq,CDS,44626297,44626398,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635666,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44412098,44412722,,+,0
NC_000001.11,BestRefSeq,CDS,44614165,44614297,,+,2
NC_000001.11,BestRefSeq,CDS,44622742,44622787,,+,1
NC_000001.11,BestRefSeq,CDS,44626297,44626398,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635588,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44614257,44614297,,+,0
NC_000001.11,BestRefSeq,CDS,44622742,44622787,,+,1
NC_000001.11,BestRefSeq,CDS,44626297,44626398,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635666,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44632155,44632208,,+,0
NC_000001.11,BestRefSeq,CDS,44632343,44632385,,+,0
NC_000001.11,BestRefSeq,CDS,44635545,44635666,,+,2
NC_000001.11,BestRefSeq,CDS,44636030,44636162,,+,0
NC_000001.11,BestRefSeq,CDS,44644698,44644794,,+,2
NC_000001.11,BestRefSeq,CDS,44644995,44645081,,+,1
NC_000001.11,BestRefSeq,CDS,44645221,44645276,,+,1
NC_000001.11,BestRefSeq,CDS,44645410,44645488,,+,2
NC_000001.11,BestRefSeq,CDS,44649661,44649769,,+,1
NC_000001.11,BestRefSeq,CDS,44649883,44649957,,+,0
NC_000001.11,BestRefSeq,CDS,44650704,44650775,,+,0
NC_000001.11,BestRefSeq,CDS,44689698,44689903,,+,0
NC_000001.11,BestRefSeq,CDS,44697102,44697170,,+,1
NC_000001.11,BestRefSeq,CDS,44698063,44698229,,+,1
NC_000001.11,BestRefSeq,CDS,44700923,44701119,,+,2
NC_000001.11,BestRefSeq,CDS,44704089,44704173,,+,0
NC_000001.11,BestRefSeq,CDS,44724122,44724244,,+,2
NC_000001.11,BestRefSeq,CDS,44724320,44724392,,+,2
NC_000001.11,BestRefSeq,CDS,44724539,44724668,,+,1
NC_000001.11,BestRefSeq,CDS,44724762,44724839,,+,0
NC_000001.11,BestRefSeq,CDS,44725136,44725217,,+,0
NC_000001.11,BestRefSeq,CDS,44725291,44725403,,+,2
NC_000001.11,BestRefSeq,CDS,44739933,44740002,,+,0
NC_000001.11,BestRefSeq,CDS,44740913,44741007,,+,2
NC_000001.11,BestRefSeq,CDS,44747384,44747485,,+,0
NC_000001.11,BestRefSeq,CDS,44747652,44747700,,+,0
NC_000001.11,BestRefSeq,CDS,44750442,44750564,,+,2
NC_000001.11,BestRefSeq,CDS,44753132,44753254,,+,2
NC_000001.11,BestRefSeq,CDS,44753733,44753833,,+,2
NC_000001.11,BestRefSeq,CDS,44754750,44754845,,+,0
NC_000001.11,BestRefSeq,CDS,44755929,44755983,,+,0
NC_000001.11,BestRefSeq,CDS,44756075,44756237,,+,2
NC_000001.11,BestRefSeq,CDS,44757556,44757646,,+,1
NC_000001.11,BestRefSeq,CDS,44757908,44757971,,+,0
NC_000001.11,BestRefSeq,CDS,44758049,44758140,,+,2
NC_000001.11,BestRefSeq,CDS,44759206,44759348,,+,0
NC_000001.11,BestRefSeq,CDS,44760280,44760484,,+,1
NC_000001.11,BestRefSeq,CDS,44760592,44760702,,+,0
NC_000001.11,BestRefSeq,CDS,44761916,44761983,,+,0
NC_000001.11,BestRefSeq,CDS,44762346,44762451,,+,1
NC_000001.11,BestRefSeq,CDS,44762545,44762658,,+,0
NC_000001.11,BestRefSeq,CDS,44766826,44766949,,+,0
NC_000001.11,BestRefSeq,CDS,44767097,44767179,,+,2
NC_000001.11,BestRefSeq,CDS,44739933,44740002,,+,0
NC_000001.11,BestRefSeq,CDS,44740913,44741007,,+,2
NC_000001.11,BestRefSeq,CDS,44747384,44747485,,+,0
NC_000001.11,BestRefSeq,CDS,44747652,44747700,,+,0
NC_000001.11,BestRefSeq,CDS,44750442,44750564,,+,2
NC_000001.11,BestRefSeq,CDS,44753733,44753833,,+,2
NC_000001.11,BestRefSeq,CDS,44754750,44754845,,+,0
NC_000001.11,BestRefSeq,CDS,44755929,44755983,,+,0
NC_000001.11,BestRefSeq,CDS,44756075,44756237,,+,2
NC_000001.11,BestRefSeq,CDS,44757556,44757646,,+,1
NC_000001.11,BestRefSeq,CDS,44757908,44757971,,+,0
NC_000001.11,BestRefSeq,CDS,44758049,44758140,,+,2
NC_000001.11,BestRefSeq,CDS,44759206,44759348,,+,0
NC_000001.11,BestRefSeq,CDS,44760280,44760484,,+,1
NC_000001.11,BestRefSeq,CDS,44760592,44760702,,+,0
NC_000001.11,BestRefSeq,CDS,44761916,44761983,,+,0
NC_000001.11,BestRefSeq,CDS,44762346,44762451,,+,1
NC_000001.11,BestRefSeq,CDS,44762545,44762658,,+,0
NC_000001.11,BestRefSeq,CDS,44766826,44766949,,+,0
NC_000001.11,BestRefSeq,CDS,44767097,44767179,,+,2
NC_000001.11,BestRefSeq,CDS,44746757,44746759,,+,0
NC_000001.11,BestRefSeq,CDS,44747384,44747485,,+,0
NC_000001.11,BestRefSeq,CDS,44747652,44747700,,+,0
NC_000001.11,BestRefSeq,CDS,44750442,44750564,,+,2
NC_000001.11,BestRefSeq,CDS,44753132,44753254,,+,2
NC_000001.11,BestRefSeq,CDS,44753733,44753833,,+,2
NC_000001.11,BestRefSeq,CDS,44754750,44754845,,+,0
NC_000001.11,BestRefSeq,CDS,44755929,44755983,,+,0
NC_000001.11,BestRefSeq,CDS,44756075,44756237,,+,2
NC_000001.11,BestRefSeq,CDS,44757556,44757646,,+,1
NC_000001.11,BestRefSeq,CDS,44757908,44757971,,+,0
NC_000001.11,BestRefSeq,CDS,44758049,44758140,,+,2
NC_000001.11,BestRefSeq,CDS,44759206,44759348,,+,0
NC_000001.11,BestRefSeq,CDS,44760280,44760484,,+,1
NC_000001.11,BestRefSeq,CDS,44760592,44760702,,+,0
NC_000001.11,BestRefSeq,CDS,44761916,44761983,,+,0
NC_000001.11,BestRefSeq,CDS,44762346,44762451,,+,1
NC_000001.11,BestRefSeq,CDS,44762545,44762658,,+,0
NC_000001.11,BestRefSeq,CDS,44766826,44766949,,+,0
NC_000001.11,BestRefSeq,CDS,44767097,44767179,,+,2
NC_000001.11,BestRefSeq,CDS,44750465,44750564,,+,0
NC_000001.11,BestRefSeq,CDS,44753132,44753254,,+,2
NC_000001.11,BestRefSeq,CDS,44753733,44753833,,+,2
NC_000001.11,BestRefSeq,CDS,44754750,44754845,,+,0
NC_000001.11,BestRefSeq,CDS,44755929,44755983,,+,0
NC_000001.11,BestRefSeq,CDS,44756075,44756237,,+,2
NC_000001.11,BestRefSeq,CDS,44757556,44757646,,+,1
NC_000001.11,BestRefSeq,CDS,44757908,44757971,,+,0
NC_000001.11,BestRefSeq,CDS,44758049,44758140,,+,2
NC_000001.11,BestRefSeq,CDS,44759206,44759348,,+,0
NC_000001.11,BestRefSeq,CDS,44760280,44760484,,+,1
NC_000001.11,BestRefSeq,CDS,44760592,44760702,,+,0
NC_000001.11,BestRefSeq,CDS,44761916,44761983,,+,0
NC_000001.11,BestRefSeq,CDS,44762346,44762451,,+,1
NC_000001.11,BestRefSeq,CDS,44762545,44762658,,+,0
NC_000001.11,BestRefSeq,CDS,44766826,44766949,,+,0
NC_000001.11,BestRefSeq,CDS,44767097,44767179,,+,2
NC_000001.11,BestRefSeq,CDS,44775597,44775600,,+,0
NC_000001.11,BestRefSeq,CDS,44776034,44776140,,+,2
NC_000001.11,BestRefSeq,CDS,44776675,44776774,,+,0
NC_000001.11,BestRefSeq,CDS,44777614,44777789,,+,2
NC_000001.11,BestRefSeq,CDS,44778000,44778129,,+,0
NC_000001.11,BestRefSeq,CDS,44778576,44778685,,+,2
NC_000001.11,BestRefSeq,CDS,44800464,44800673,,+,0
NC_000001.11,BestRefSeq,CDS,44800840,44800947,,+,0
NC_000001.11,BestRefSeq,CDS,44801036,44801152,,+,0
NC_000001.11,BestRefSeq,CDS,44801622,44801751,,+,0
NC_000001.11,BestRefSeq,CDS,44801845,44801932,,+,2
NC_000001.11,BestRefSeq,CDS,44802760,44802855,,+,1
NC_000001.11,BestRefSeq,CDS,44802955,44803153,,+,1
NC_000001.11,BestRefSeq,CDS,44803268,44803391,,+,0
NC_000001.11,BestRefSeq,CDS,44803600,44803691,,+,2
NC_000001.11,BestRefSeq,CDS,44803931,44804024,,+,0
NC_000001.11,BestRefSeq,CDS,44804163,44804246,,+,2
NC_000001.11,BestRefSeq,CDS,44804339,44804501,,+,2
NC_000001.11,BestRefSeq,CDS,44804650,44804779,,+,1
NC_000001.11,BestRefSeq,CDS,44805266,44805379,,+,0
NC_000001.11,BestRefSeq,CDS,44805487,44805678,,+,0
NC_000001.11,BestRefSeq,CDS,44808821,44808906,,+,0
NC_000001.11,BestRefSeq,CDS,44810213,44810741,,+,1
NC_000001.11,BestRefSeq,CDS,44812039,44812098,,+,0
NC_000001.11,BestRefSeq,CDS,44812996,44813064,,+,0
NC_000001.11,BestRefSeq,CDS,44813138,44813269,,+,0
NC_000001.11,BestRefSeq,CDS,44813374,44813499,,+,0
NC_000001.11,BestRefSeq,CDS,44813638,44813772,,+,0
NC_000001.11,BestRefSeq,CDS,44808821,44808906,,+,0
NC_000001.11,BestRefSeq,CDS,44810213,44810426,,+,1
NC_000001.11,BestRefSeq,CDS,44810554,44810607,,+,0
NC_000001.11,BestRefSeq,CDS,44812039,44812098,,+,0
NC_000001.11,BestRefSeq,CDS,44812996,44813064,,+,0
NC_000001.11,BestRefSeq,CDS,44813138,44813269,,+,0
NC_000001.11,BestRefSeq,CDS,44813374,44813499,,+,0
NC_000001.11,BestRefSeq,CDS,44813638,44813772,,+,0
NC_000001.11,BestRefSeq,CDS,44808821,44808906,,+,0
NC_000001.11,BestRefSeq,CDS,44810213,44810426,,+,1
NC_000001.11,BestRefSeq,CDS,44810625,44810741,,+,0
NC_000001.11,BestRefSeq,CDS,44812039,44812098,,+,0
NC_000001.11,BestRefSeq,CDS,44812996,44813064,,+,0
