Seqid,Source,Type,Start,End,Score,Strand,Phase
NC_000001.11,BestRefSeq,exon,19312326,19312889,,+,
NC_000001.11,BestRefSeq,exon,19317600,19317841,,+,
NC_000001.11,BestRefSeq,exon,19324633,19324762,,+,
NC_000001.11,BestRefSeq,exon,19325495,19325582,,+,
NC_000001.11,BestRefSeq,exon,19326245,19326387,,+,
NC_000001.11,BestRefSeq,exon,19326531,19326623,,+,
NC_000001.11,BestRefSeq,exon,19327227,19327412,,+,
NC_000001.11,BestRefSeq,exon,19328572,19329300,,+,
NC_000001.11,BestRefSeq,exon,19312326,19312358,,+,
NC_000001.11,BestRefSeq,exon,19312729,19312889,,+,
NC_000001.11,BestRefSeq,exon,19317600,19317841,,+,
NC_000001.11,BestRefSeq,exon,19324633,19324762,,+,
NC_000001.11,BestRefSeq,exon,19325495,19325582,,+,
NC_000001.11,BestRefSeq,exon,19326245,19326387,,+,
NC_000001.11,BestRefSeq,exon,19326531,19326623,,+,
NC_000001.11,BestRefSeq,exon,19327227,19327412,,+,
NC_000001.11,BestRefSeq,exon,19328572,19329300,,+,
NC_000001.11,BestRefSeq,exon,19312326,19312358,,+,
NC_000001.11,BestRefSeq,exon,19312729,19312889,,+,
NC_000001.11,BestRefSeq,exon,19324633,19324762,,+,
NC_000001.11,BestRefSeq,exon,19325495,19325582,,+,
NC_000001.11,BestRefSeq,exon,19326245,19326387,,+,
NC_000001.11,BestRefSeq,exon,19326531,19326623,,+,
NC_000001.11,BestRefSeq,exon,19327227,19327412,,+,
NC_000001.11,BestRefSeq,exon,19328572,19329300,,+,
NC_000001.11,BestRefSeq,exon,19312326,19312358,,+,
NC_000001.11,BestRefSeq,exon,19312729,19312889,,+,
NC_000001.11,BestRefSeq,exon,19324633,19324762,,+,
NC_000001.11,BestRefSeq,exon,19325526,19325582,,+,
NC_000001.11,BestRefSeq,exon,19326245,19326387,,+,
NC_000001.11,BestRefSeq,exon,19326531,19326623,,+,
NC_000001.11,BestRefSeq,exon,19327227,19327412,,+,
NC_000001.11,BestRefSeq,exon,19328572,19329300,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19600787,19600971,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19600787,19600971,,+,
NC_000001.11,BestRefSeq,exon,19622100,19622147,,+,
NC_000001.11,BestRefSeq,exon,19623474,19623583,,+,
NC_000001.11,BestRefSeq,exon,19626387,19629820,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19617258,19617336,,+,
NC_000001.11,BestRefSeq,exon,19622100,19622147,,+,
NC_000001.11,BestRefSeq,exon,19623474,19623583,,+,
NC_000001.11,BestRefSeq,exon,19626387,19629820,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19622100,19622147,,+,
NC_000001.11,BestRefSeq,exon,19623474,19623583,,+,
NC_000001.11,BestRefSeq,exon,19625392,19625632,,+,
NC_000001.11,BestRefSeq,exon,19626387,19629820,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19622100,19622147,,+,
NC_000001.11,BestRefSeq,exon,19623474,19623583,,+,
NC_000001.11,BestRefSeq,exon,19626387,19629820,,+,
NC_000001.11,BestRefSeq,exon,19596979,19597109,,+,
NC_000001.11,BestRefSeq,exon,19623474,19623583,,+,
NC_000001.11,BestRefSeq,exon,19626387,19629820,,+,
NC_000001.11,BestRefSeq,exon,19607807,19608644,,+,
NC_000001.11,BestRefSeq,exon,19643229,19643397,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19643229,19643378,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19643409,19643625,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19643714,19643954,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19644311,19644446,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19645372,19645530,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19645766,19646033,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19647610,19647670,,+,
NC_000001.11,BestRefSeq,exon,19655012,19655200,,+,
NC_000001.11,BestRefSeq,exon,19655324,19655435,,+,
NC_000001.11,BestRefSeq,exon,19656866,19658452,,+,
NC_000001.11,BestRefSeq,exon,19664875,19666467,,+,
NC_000001.11,BestRefSeq,exon,19678567,19678725,,+,
NC_000001.11,BestRefSeq,exon,19678919,19680966,,+,
NC_000001.11,BestRefSeq,exon,19882395,19882734,,+,
NC_000001.11,BestRefSeq,exon,19890385,19890533,,+,
NC_000001.11,BestRefSeq,exon,19894368,19894480,,+,
NC_000001.11,BestRefSeq,exon,19897540,19897662,,+,
NC_000001.11,BestRefSeq,exon,19904267,19904398,,+,
NC_000001.11,BestRefSeq,exon,19904891,19904987,,+,
NC_000001.11,BestRefSeq,exon,19906432,19906616,,+,
NC_000001.11,BestRefSeq,exon,19907570,19912945,,+,
NC_000001.11,BestRefSeq,exon,20070194,20070465,,+,
NC_000001.11,BestRefSeq,exon,20084821,20084870,,+,
NC_000001.11,BestRefSeq,exon,20086083,20086227,,+,
NC_000001.11,BestRefSeq,exon,20089789,20089895,,+,
NC_000001.11,BestRefSeq,exon,20090568,20091911,,+,
NC_000001.11,BestRefSeq,exon,20139323,20139543,,+,
NC_000001.11,BestRefSeq,exon,20140166,20140218,,+,
NC_000001.11,BestRefSeq,exon,20143446,20143590,,+,
NC_000001.11,BestRefSeq,exon,20144580,20144689,,+,
NC_000001.11,BestRefSeq,exon,20148190,20150381,,+,
NC_000001.11,BestRefSeq,exon,20139323,20139543,,+,
NC_000001.11,BestRefSeq,exon,20140166,20140218,,+,
NC_000001.11,BestRefSeq,exon,20143446,20143590,,+,
NC_000001.11,BestRefSeq,exon,20144580,20144689,,+,
NC_000001.11,BestRefSeq,exon,20148190,20150381,,+,
NC_000001.11,BestRefSeq,exon,20154214,20160568,,+,
NC_000001.11,BestRefSeq,exon,20154214,20154587,,+,
NC_000001.11,BestRefSeq,exon,20159630,20160568,,+,
NC_000001.11,BestRefSeq,exon,20186096,20186153,,+,
NC_000001.11,BestRefSeq,exon,20190547,20196050,,+,
NC_000001.11,BestRefSeq,exon,20243095,20243214,,+,
NC_000001.11,BestRefSeq,exon,20244296,20244655,,+,
NC_000001.11,BestRefSeq,exon,20290875,20291088,,+,
NC_000001.11,BestRefSeq,exon,20310576,20310740,,+,
NC_000001.11,BestRefSeq,exon,20312836,20312988,,+,
NC_000001.11,BestRefSeq,exon,20314322,20314592,,+,
NC_000001.11,BestRefSeq,exon,20317530,20317675,,+,
NC_000001.11,BestRefSeq,exon,20318590,20318721,,+,
NC_000001.11,BestRefSeq,exon,20319382,20319506,,+,
NC_000001.11,BestRefSeq,exon,20323356,20323532,,+,
NC_000001.11,BestRefSeq,exon,20327890,20328000,,+,
NC_000001.11,BestRefSeq,exon,20330180,20330382,,+,
NC_000001.11,BestRefSeq,exon,20330869,20330983,,+,
NC_000001.11,BestRefSeq,exon,20332766,20332951,,+,
NC_000001.11,BestRefSeq,exon,20336303,20336486,,+,
NC_000001.11,BestRefSeq,exon,20337646,20337836,,+,
NC_000001.11,BestRefSeq,exon,20342432,20342609,,+,
NC_000001.11,BestRefSeq,exon,20343079,20343393,,+,
NC_000001.11,BestRefSeq,exon,20345456,20345593,,+,
NC_000001.11,BestRefSeq,exon,20348245,20348358,,+,
NC_000001.11,BestRefSeq,exon,20350156,20350230,,+,
NC_000001.11,BestRefSeq,exon,20350857,20350926,,+,
NC_000001.11,BestRefSeq,exon,20352055,20352172,,+,
NC_000001.11,BestRefSeq,exon,20353757,20359518,,+,
NC_000001.11,BestRefSeq,exon,20290875,20291088,,+,
NC_000001.11,BestRefSeq,exon,20310576,20310740,,+,
NC_000001.11,BestRefSeq,exon,20312836,20312988,,+,
NC_000001.11,BestRefSeq,exon,20314378,20314592,,+,
NC_000001.11,BestRefSeq,exon,20317530,20317675,,+,
NC_000001.11,BestRefSeq,exon,20318590,20318721,,+,
NC_000001.11,BestRefSeq,exon,20319382,20319506,,+,
NC_000001.11,BestRefSeq,exon,20323356,20323532,,+,
NC_000001.11,BestRefSeq,exon,20327890,20328000,,+,
NC_000001.11,BestRefSeq,exon,20330180,20330382,,+,
NC_000001.11,BestRefSeq,exon,20330869,20330983,,+,
NC_000001.11,BestRefSeq,exon,20332766,20332951,,+,
NC_000001.11,BestRefSeq,exon,20336303,20336486,,+,
NC_000001.11,BestRefSeq,exon,20337646,20337836,,+,
NC_000001.11,BestRefSeq,exon,20342432,20342609,,+,
NC_000001.11,BestRefSeq,exon,20343079,20343393,,+,
NC_000001.11,BestRefSeq,exon,20345456,20345593,,+,
NC_000001.11,BestRefSeq,exon,20348245,20348358,,+,
NC_000001.11,BestRefSeq,exon,20350156,20350230,,+,
NC_000001.11,BestRefSeq,exon,20350857,20350926,,+,
NC_000001.11,BestRefSeq,exon,20352055,20352172,,+,
NC_000001.11,BestRefSeq,exon,20353757,20359518,,+,
NC_000001.11,BestRefSeq,exon,20552573,20555020,,+,
NC_000001.11,BestRefSeq,exon,20589097,20589283,,+,
NC_000001.11,BestRefSeq,exon,20604928,20605039,,+,
NC_000001.11,BestRefSeq,exon,20613842,20613899,,+,
NC_000001.11,BestRefSeq,exon,20618452,20618903,,+,
NC_000001.11,BestRefSeq,exon,20633458,20633935,,+,
NC_000001.11,BestRefSeq,exon,20637842,20638129,,+,
NC_000001.11,BestRefSeq,exon,20639892,20639992,,+,
NC_000001.11,BestRefSeq,exon,20644490,20644672,,+,
NC_000001.11,BestRefSeq,exon,20645560,20645723,,+,
NC_000001.11,BestRefSeq,exon,20648505,20648632,,+,
NC_000001.11,BestRefSeq,exon,20648995,20649231,,+,
NC_000001.11,BestRefSeq,exon,20650434,20651511,,+,
NC_000001.11,BestRefSeq,exon,20633679,20633788,,+,
NC_000001.11,BestRefSeq,exon,20633756,20633775,,+,
NC_000001.11,BestRefSeq,exon,21293290,21293743,,+,
NC_000001.11,BestRefSeq,exon,21293934,21294210,,+,
NC_000001.11,BestRefSeq,exon,21298027,21299869,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21466996,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21453373,21453430,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21466996,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21453373,21453430,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21467182,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21465135,21465817,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21466996,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21465735,21465817,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21466996,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21465735,21465817,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21467182,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21466996,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478196,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21466087,21466156,,+,
NC_000001.11,BestRefSeq,exon,21467182,21467309,,+,
NC_000001.11,BestRefSeq,exon,21468441,21468585,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478069,21478196,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21468688,21468897,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21440137,21440348,,+,
NC_000001.11,BestRefSeq,exon,21444948,21445219,,+,
NC_000001.11,BestRefSeq,exon,21470632,21470734,,+,
NC_000001.11,BestRefSeq,exon,21471569,21471783,,+,
NC_000001.11,BestRefSeq,exon,21472843,21472915,,+,
NC_000001.11,BestRefSeq,exon,21473380,21473585,,+,
NC_000001.11,BestRefSeq,exon,21474900,21474951,,+,
NC_000001.11,BestRefSeq,exon,21478144,21478307,,+,
NC_000001.11,BestRefSeq,exon,21479349,21479400,,+,
NC_000001.11,BestRefSeq,exon,21480051,21480223,,+,
NC_000001.11,BestRefSeq,exon,21480930,21480981,,+,
NC_000001.11,BestRefSeq,exon,21481597,21481769,,+,
NC_000001.11,BestRefSeq,exon,21482484,21482535,,+,
NC_000001.11,BestRefSeq,exon,21483143,21484900,,+,
NC_000001.11,BestRefSeq,exon,21508984,21509111,,+,
NC_000001.11,BestRefSeq,exon,21553978,21554142,,+,
NC_000001.11,BestRefSeq,exon,21560626,21560745,,+,
NC_000001.11,BestRefSeq,exon,21561097,21561212,,+,
NC_000001.11,BestRefSeq,exon,21563110,21563284,,+,
NC_000001.11,BestRefSeq,exon,21564041,21564216,,+,
NC_000001.11,BestRefSeq,exon,21568104,21568247,,+,
NC_000001.11,BestRefSeq,exon,21570305,21570374,,+,
NC_000001.11,BestRefSeq,exon,21573665,21573799,,+,
NC_000001.11,BestRefSeq,exon,21575733,21575924,,+,
NC_000001.11,BestRefSeq,exon,21576522,21576641,,+,
NC_000001.11,BestRefSeq,exon,21577383,21578410,,+,
NC_000001.11,BestRefSeq,exon,21508984,21509076,,+,
NC_000001.11,BestRefSeq,exon,21553978,21554142,,+,
NC_000001.11,BestRefSeq,exon,21560626,21560745,,+,
NC_000001.11,BestRefSeq,exon,21561097,21561212,,+,
NC_000001.11,BestRefSeq,exon,21563110,21563284,,+,
NC_000001.11,BestRefSeq,exon,21564041,21564216,,+,
NC_000001.11,BestRefSeq,exon,21568104,21568247,,+,
NC_000001.11,BestRefSeq,exon,21570305,21570374,,+,
NC_000001.11,BestRefSeq,exon,21573665,21573799,,+,
NC_000001.11,BestRefSeq,exon,21575733,21575924,,+,
NC_000001.11,BestRefSeq,exon,21576522,21576641,,+,
NC_000001.11,BestRefSeq,exon,21577383,21578410,,+,
NC_000001.11,BestRefSeq,exon,21509423,21509517,,+,
NC_000001.11,BestRefSeq,exon,21553978,21554142,,+,
NC_000001.11,BestRefSeq,exon,21560626,21560745,,+,
NC_000001.11,BestRefSeq,exon,21561097,21561212,,+,
NC_000001.11,BestRefSeq,exon,21563110,21563284,,+,
NC_000001.11,BestRefSeq,exon,21564041,21564216,,+,
NC_000001.11,BestRefSeq,exon,21568104,21568247,,+,
NC_000001.11,BestRefSeq,exon,21570305,21570374,,+,
NC_000001.11,BestRefSeq,exon,21573665,21573799,,+,
NC_000001.11,BestRefSeq,exon,21575733,21575924,,+,
NC_000001.11,BestRefSeq,exon,21576522,21576641,,+,
NC_000001.11,BestRefSeq,exon,21577383,21578410,,+,
NC_000001.11,BestRefSeq,exon,21509423,21509517,,+,
NC_000001.11,BestRefSeq,exon,21560626,21560745,,+,
NC_000001.11,BestRefSeq,exon,21561097,21561212,,+,
NC_000001.11,BestRefSeq,exon,21563110,21563284,,+,
NC_000001.11,BestRefSeq,exon,21564041,21564216,,+,
NC_000001.11,BestRefSeq,exon,21568104,21568247,,+,
NC_000001.11,BestRefSeq,exon,21570305,21570374,,+,
NC_000001.11,BestRefSeq,exon,21573665,21573799,,+,
NC_000001.11,BestRefSeq,exon,21575733,21575924,,+,
NC_000001.11,BestRefSeq,exon,21576522,21576641,,+,
NC_000001.11,BestRefSeq,exon,21577383,21578410,,+,
NC_000001.11,BestRefSeq,exon,21509423,21509517,,+,
NC_000001.11,BestRefSeq,exon,21560626,21560745,,+,
NC_000001.11,BestRefSeq,exon,21563110,21563284,,+,
NC_000001.11,BestRefSeq,exon,21564041,21564216,,+,
NC_000001.11,BestRefSeq,exon,21568104,21568247,,+,
NC_000001.11,BestRefSeq,exon,21570305,21570374,,+,
NC_000001.11,BestRefSeq,exon,21573665,21573799,,+,
NC_000001.11,BestRefSeq,exon,21575733,21575924,,+,
NC_000001.11,BestRefSeq,exon,21576522,21576641,,+,
NC_000001.11,BestRefSeq,exon,21577383,21578410,,+,
NC_000001.11,BestRefSeq,exon,21551270,21551428,,+,
NC_000001.11,BestRefSeq,exon,21553978,21554142,,+,
NC_000001.11,BestRefSeq,exon,21560626,21560745,,+,
NC_000001.11,BestRefSeq,exon,21561097,21561212,,+,
NC_000001.11,BestRefSeq,exon,21563110,21563284,,+,
NC_000001.11,BestRefSeq,exon,21564041,21564216,,+,
NC_000001.11,BestRefSeq,exon,21568104,21568247,,+,
NC_000001.11,BestRefSeq,exon,21570305,21570374,,+,
